urdu,nagari,transliteration,count
جذبِ دل,जज़ब‐ए‐दिल,ja;zb-e dil,1
صیّاد,सैयाद,.saiyaad,1
مے خانہ,मैख़ाना,mai-;xaanah,1
بنی,बनी,banii,1
لگاوے,लगावे,lagaave,1
اٹھاتے,उठाते,u;thaate,1
بارِ خدا,बार‐ए‐ख़ुदा,baar-e ;xudaa,1
ستارہِ گوہر فروش,सितारा‐ए‐गौहरफ़रोश,sitaarah-e gauhar-farosh,1
پردہ سنجِ زمزمہِ ال اماں,परदासंज‐ए‐ज़मज़मा‐ए‐अलअमाँ,pardah-sanj-e zamzamah-e al-amaa;n,1
انگلی,उंगली,u;nglii,1
کاغذِ آتش زدہ,काग़ज़‐ए‐आतिशज़दा,kaa;ga;z-e aatish-zadah,1
ستم ظریف,सितमज़रीफ़,sitam-:zariif,1
ختم,ख़तम,;xatm,1
کھینچیے,खेंचिये,khe;nchiye,1
کائی,काई,kaa))ii,1
بر سبیلِ شکایت,बरसबील‐ए‐शिकायत,bar-sabiil-e shikaayat,1
ہنگامہ آرا,हंगामाआरा,hangaamah-aaraa,1
عرضِ گراں جانی,अरज़‐ए‐गिराँजानी,((ar.z-e giraa;n-jaanii,1
اہلِ سخن,अहल‐ए‐सुख़न,ahl-e su;xan,1
دست و پا,दसत‐ओ‐पा,dast-o-paa,1
سلکِ عافیت,सिलक‐ए‐आफ़ियत,silk-e ((aafiyat,1
لبِ افسوس,लब‐ए‐अफ़सूस,lab-e afsuus,1
مثلِ گلِ شمع,मिसल‐ए‐गुल‐ए‐शमा,mi;sl-e gul-e sham((a,1
سر نگونی,सरनिगूनी,sar-niguunii,1
ڈھونڈھا,ढूंढा,;dhuu;n;dhaa,1
پاے سخن,पा‐ए‐सुख़न,paa-e su;xan,1
تمنّائیں,तमन्नाएं,tamannaa))e;n,1
معشوقی و بے حوصلگی,माशूक़ी‐ओ‐बेहौसलगी,ma((shuuqii-o-be-;hau.salagii,1
خود داریِ ساحل,ख़ुददारी‐ए‐साहिल,;xvud-daarii-e saa;hil,1
براتِ معاشِ جنونِ عشق,बरात‐ए‐मआश‐ए‐जुनून‐ए‐इशक़,baraat-e ma((aash-e junuun-e ((ishq,1
دماغِ عطرِ پیراہن,दिमाग़‐ए‐इतर‐ए‐पैराहन,dimaa;g-e ((i:tr-e pairaahan,1
طبیعتوں,तबीअतों,:tabii((ato;n,1
آب جو,आबजू,aab-juu,1
دار و رسن,दार‐ओ‐रसन,daar-o-rasan,1
رنگِ پنبہ,रंग‐ए‐पुंबा,rang-e punbah,1
خوش نوایانِ چمن,ख़ुशनवायान‐ए‐चमन,;xvush-navaayaan-e chaman,1
سواے حسرتِ تعمیر,सिवा‐ए‐हसरत‐ए‐तामीर,sivaa-e ;hasrat-e ta((miir,1
حسنِ خود آرا,हुसन‐ए‐ख़ुदआरा,;husn-e ;xvud-aaraa,1
طوفانِ طرب,तूफ़ान‐ए‐तरब,:tuufaan-e :tarab,1
جامِ زمرّد,जाम‐ए‐ज़ुमुररुद,jaam-e zumurrud,1
کششِ کافِ کرم,कशश‐ए‐काफ़‐ए‐करम,kashash-e kaaf-e karam,1
یک جہاں,यकजहाँ,yak-jahaa;n,1
تغافلہاے ساقی,तग़ाफ़ुलहा‐ए‐साक़ी,ta;gaafulhaa-e saaqii,1
بے عشق,बेइशक़,be-((ishq,1
لطفِ بد خویاں,लुतफ़‐ए‐बदख़ूयाँ,lu:tf-e bad-;xuuyaa;n,1
وجہِ سیہ مستیِ اربابِ چمن,वजह‐ए‐सियामसती‐ए‐अरबाब‐ए‐चमन,vaj'h-e siyah-mastii-e arbaab-e chaman,1
پری چہرہ,परीचहरा,parii-chahrah,1
رہنا,रहना,rahnaa,1
بے پردہ,बेपरदा,be-pardah,1
جنگل,जंगल,jangal,1
نامہِ دلدار,नामा‐ए‐दिलदार,naamah-e dildaar,1
سمجھیو,समझयो,samajhyo,1
شاعر,शाइर,shaa((ir,1
جوشِ رشک,जोश‐ए‐रशक,josh-e rashk,1
ارم,इरम,iram,1
زخمِ تمنّا,ज़ख़म‐ए‐तमन्ना,za;xm-e tamannaa,1
صاعقہ و شعلہ و سیماب,साइक़ा‐ओ‐शुला‐ओ‐सीमाब,.saa((iqah-o-shu((lah-o-siimaab,1
نکتہ سرا,नुकतासरा,nuktah-saraa,1
بھاگا,भागा,bhaagaa,1
چھیڑوں,छेड़ूँ,chhe;ruu;n,1
جلوہ زارِ آتشِ دوزخ,जलवाज़ार‐ए‐आतिश‐ए‐दोज़ख़,jalvah-zaar-e aatish-e doza;x,1
زمرّد,ज़ुमुररुद,zumurrud,1
سامانِ صد ہزار,सामान‐ए‐सदहज़ार,saamaan-e .sad-hazaar,1
ذلیل,ज़लील,;zaliil,1
اچھل,उछल,uchhal,1
بزمِ عیشِ دوست,बज़म‐ए‐ऐश‐ए‐दोसत,bazm-e ((aish-e dost,1
اہلِ ہمّت,अहल‐ए‐हिममत,ahl-e himmat,1
عیدِ نظّارہ,ईद‐ए‐नज़ज़ारा,((iid-e na:z:zaarah,1
بغیرِ یک,बग़ैर‐ए‐यक,ba;gair-e yak,1
چیر,चीर,chiir,1
سیرِ گلستاں,सैर‐ए‐गुलिसताँ,sair-e gulistaa;n,1
آرمیدگی,आरमीदगी,aaramiidagii,1
بندِ نقابِ حسن,बंद‐ए‐नक़ाब‐ए‐हुसन,band-e naqaab-e ;husn,1
ز بسکہ,ज़बसकिह,z-baskih,1
نمو,नुमू,numuu,1
بے طلب,बेतलब,be-:talab,1
مقابل و دعواے عشق,मुक़ाबिल‐ओ‐दावा‐ए‐इशक़,muqaabil-o-da((vaa-e ((ishq,1
چلتی,चलती,chaltii,1
پوچھنے,पूछने,puuchhne,1
ضبط,ज़बत,.zab:t,1
باعث,बाइस,baa((i;s,1
داد و ستد,दाद‐ओ‐सितद,daad-o-sitad,1
خوں شدہِ کشمکشِ حسرتِ دیدار,ख़ूँशुदा‐ए‐कशमकश‐ए‐हसरत‐ए‐दीदार,;xuu;n-shudah-e kashmakash-e ;hasrat-e diidaar,1
غنچہِ گل,ग़ुंचा‐ए‐गुल,;gunchah-e gul,1
شعر,शिर,shi((r,1
شدّت,शिददत,shiddat,1
شکوہ سنجِ رشکِ ہم دیگر,शिकवासंज‐ए‐रशक‐ए‐हमदीगर,shikvah-sanj-e rashk-e ham-diigar,1
بے ایّامِ گل,बेअययाम‐ए‐गुल,be-ayyaam-e gul,1
کمالِ گرمیِ سعیِ تلاشِ دید,कमाल‐ए‐गरमी‐ए‐सी‐ए‐तलाश‐ए‐दीद,kamaal-e garmii-e sa((ii-e talaash-e diid,1
نا مہربان,नामिहरबान,naa-mihrbaan,1
فسونِ نیاز,फ़ुसून‐ए‐नियाज़,fusuun-e niyaaz,1
ہجومِ اشک,हुजूम‐ए‐अशक,hujuum-e ashk,1
رفت,रफ़त,raft,1
غمِ گیتی,ग़म‐ए‐गीती,;gam-e giitii,1
خو کردہِ اختر شماری,ख़ूकरदा‐ए‐अख़तरशुमारी,;xuu-kardah-e a;xtar-shumaarii,1
مثلِ خندہِ قاتل,मिसल‐ए‐ख़ंदा‐ए‐क़ातिल,mi;sl-e ;xandah-e qaatil,1
ہوجیے,हूजिये,huujiye,1
تنک آبی,तुनुकआबी,tunuk-aabii,1
رفتارِ عمر,रफ़तार‐ए‐उमर,raftaar-e ((umr,1
جاے دہن,जा‐ए‐दहन,jaa-e dahan,1
وقتِ مناجات,वक़त‐ए‐मुनाजात,vaqt-e munaajaat,1
نشّہہا,नशशहहा,nashshah'haa,1
دل و دیں,दिल‐ओ‐दीं,dil-o-dii;n,1
چھٹی,छुटी,chhu;tii,1
زہرِ غم,ज़हर‐ए‐ग़म,zahr-e ;gam,1
فرشِ راہ,फ़रश‐ए‐राह,farsh-e raah,1
پیش دستی,पेशदसती,pesh-dastii,1
حسنِ بے پروا,हुसन‐ए‐बेपरवा,;husn-e be-parvaa,1
رسوائیِ اندازِ استغناے حسن,रुसवाई‐ए‐अंदाज़‐ए‐इसतिग़ना‐ए‐हुसन,rusvaa))ii-e andaaz-e isti;gnaa-e ;husn,1
صہباے آتشِ پنہاں,सहबा‐ए‐आतिश‐ए‐पिंहाँ,.sahbaa-e aatish-e pinhaa;n,1
آشنائی,आशनाई,aashnaa))ii,1
ساماں طرازِ نازشِ اربابِ عجز,सामाँतराज़‐ए‐नाज़िश‐ए‐अरबाब‐ए‐अजज़,saamaa;n-:taraaz-e naazish-e arbaab-e ((ajz,1
خرابِ بادہِ الفت,ख़राब‐ए‐बादा‐ए‐उलफ़त,;xaraab-e baadah-e ulfat,1
م آل,मआल,ma-aal,1
رنجِ بیتابی,रंज‐ए‐बेताबी,ranj-e betaabii,1
مدّعیٰ,मुददा,mudda((;aa,1
بازیچہِ اطفال,बाज़ीचा‐ए‐अतफ़ाल,baaziichah-e a:tfaal,1
گل فشانی,गुलफ़िशानी,gul-fishaanii,1
آشفتہ سر,आशुफ़तासर,aashuftah-sar,1
وبالِ دوش,वबाल‐ए‐दोश,vabaal-e dosh,1
ذوقِ اسیری,ज़ौक़‐ए‐असीरी,;zauq-e asiirii,1
حسنِ تلافی,हुसन‐ए‐तलाफ़ी,;husn-e talaafii,1
پھونکا,फूंका,phuu;nkaa,1
ٹپکتی,टपकती,;tapaktii,1
نکیریں,नकीरें,nakiire;n,1
لرزنے,लरज़ने,larazne,1
جام و سبو,जाम‐ओ‐सुबू,jaam-o-subuu,1
شرر,शरर,sharar,1
حکایتِ صبرِ گریز پا,हिकायत‐ए‐सबर‐ए‐गुरेज़पा,;hikaayat-e .sabr-e gurez-paa,1
رفتہِ رفتارِ دوست,रफ़ता‐ए‐रफ़तार‐ए‐दोसत,raftah-e raftaar-e dost,1
سبقِ شوق,सबक़‐ए‐शौक़,sabaq-e shauq,1
زیرِ پا,ज़ेर‐ए‐पा,zer-e paa,1
خامہِ مانی,ख़ामा‐ए‐मानी,;xaamah-e maanii,1
آتش پرست,आतिशपरसत,aatish-parast,1
ورطہِ ملامت,वरता‐ए‐मलामत,var:tah-e malaamat,1
جنّت,जिन्नत,jinnat,1
نبضِ بیمارِ وفا,नबज़‐ए‐बीमार‐ए‐वफ़ा,nab.z-e biimaar-e vafaa,1
قفاے گل,क़फ़ा‐ए‐गुल,qafaa-e gul,1
راتیں,रातें,raate;n,1
وبالِ تکیہ گاہِ ہمّتِ مردانہ,वबाल‐ए‐तकयागाह‐ए‐हिममत‐ए‐मरदाना,vabaal-e takyah-gaah-e himmat-e mardaanah,1
نالوں,नालों,naalo;n,1
محفلیں,महफ़िलें,ma;hfile;n,1
سادگیہاے تمنّا,सादगीहा‐ए‐तमन्ना,saadagiihaa-e tamannaa,1
قویٰ,क़ुवा,quv;aa,1
لائقِ تعزیر,लाइक़‐ए‐ताज़ीर,laa))iq-e ta((ziir,1
چارہ گر,चारागर,chaarah-gar,1
چکیں,चुकीं,chukii;n,1
گرانی,गिरानी,giraanii,1
چھوڑے,छोड़े,chho;re,1
بیاباں نورد,बयाबाँनवरद,bayaabaa;n-navard,1
صورتِ شمع,सूरत‐ए‐शमा,.suurat-e sham((a,1
غیبِ غیب,ग़ैब‐ए‐ग़ैब,;gaib-e ;gaib,1
خامہِ غالب,ख़ामा‐ए‐ग़ालिब,;xaamah-e ;gaalib,1
نظّارہ و خیال,नज़ज़ारा‐ओ‐ख़याल,na:z:zaarah-o-;xayaal,1
بالِ عنقا,बाल‐ए‐अंक़ा,baal-e ((anqaa,1
لڑ,लड़,la;r,1
بچیں,बचें,bache;n,1
گمان,गुमान,gumaan,1
کفِ خاکستر و بلبل,कफ़‐ए‐ख़ाकिसतर‐ओ‐बुलबुल,kaf-e ;xaakistar-o-bulbul,1
چنتا,चुनता,chuntaa,1
دروازہ,दरवाज़ा,darvaazah,1
سلام,सलाम,salaam,1
روے سفرہ,रू‐ए‐सुफ़रा,ruu-e sufrah,1
مہرِ دہاں,मुहर‐ए‐दहाँ,muhr-e dahaa;n,1
طرزِ ستم,तरज़‐ए‐सितम,:tarz-e sitam,1
لہنا,लहना,lahnaa,1
قدِ دل کش,क़द‐ए‐दिलकश,qad-e dil-kash,1
دادہ,दादा,daadah,1
متاعِ بردہ,मता‐ए‐बुरदा,mataa((-e burdah,1
وحشتِ طبیعتِ ایجاد,वहशत‐ए‐तबीअत‐ए‐ईजाद,va;hshat-e :tabii((at-e iijaad,1
رہتے,रहते,rahte,1
ذوقِ فنا,ज़ौक़‐ए‐फ़ना,;zauq-e fanaa,1
باتوں,बातों,baato;n,1
گوشِ گل,गोश‐ए‐गुल,gosh-e gul,1
عذاب,अज़ाब,((a;zaab,1
موجِ صبا,मौज‐ए‐सबा,mauj-e .sabaa,1
مشکلیں,मुशकिलें,mushkile;n,1
چار موج,चारमौज,chaar-mauj,1
گرفتار,गिरिफ़तार,giriftaar,1
دیوانگیِ شوق,दीवानगी‐ए‐शौक़,diivaanagii-e shauq,1
جگر داری,जिगरदारी,jigar-daarii,1
خسروِ شیریں سخن,ख़ुसरव‐ए‐शीरींसुख़न,;xusrav-e shiirii;n-su;xan,1
بیانِ شوخیِ گفتارِ دوست,बयान‐ए‐शोख़ी‐ए‐गुफ़तार‐ए‐दोसत,bayaan-e sho;xii-e guftaar-e dost,1
شامت,शामत,shaamat,1
پرسشِ حال,पुरसिश‐ए‐हाल,pursish-e ;haal,1
محوِ آئینہ داری,महव‐ए‐आईनादारी,ma;hv-e aa))iinah-daarii,1
سر تا پا,सरतापा,sar-taa-paa,1
کھلےگا,खुलेगा,khulegaa,1
شورشِ باطن,शोरिश‐ए‐बातिन,shorish-e baa:tin,1
اہلِ تدبیر,अहल‐ए‐तदबीर,ahl-e tadbiir,1
سرورِ تبِ غم,सुरूर‐ए‐तब‐ए‐ग़म,suruur-e tab-e ;gam,1
بازو,बाज़ू,baazuu,1
شہپرِ رنگ,शहपर‐ए‐रंग,shahpar-e rang,1
پیر زن,पीरज़न,piir-zan,1
دریاے مے,दरया‐ए‐मै,daryaa-e mai,1
اجزاے نالہ,अजज़ा‐ए‐नाला,ajzaa-e naalah,1
مٹتا,मिटता,mi;ttaa,1
خوف,ख़ौफ़,;xauf,1
روے نگار,रू‐ए‐निगार,ruu-e nigaar,1
عشقِ نبرد پیشہ,इशक़‐ए‐नबरदपेशा,((ishq-e nabard-peshah,1
تارِ اشکِ یاس,तार‐ए‐अशक‐ए‐यास,taar-e ashk-e yaas,1
قبلہِ مقصدِ نگاہِ نیاز,क़िबला‐ए‐मक़सद‐ए‐निगाह‐ए‐नियाज़,qiblah-e maq.sad-e nigaah-e niyaaz,1
باگ,बाग,baag,1
زہرہِ ابر,ज़हरा‐ए‐अबर,zahrah-e abr,1
بے پناہ,बेपनाह,be-panaah,1
آشناے خندہ,आशना‐ए‐ख़ंदा,aashnaa-e ;xandah,1
روکے,रोके,roke,1
بزمِ قدح,बज़म‐ए‐क़दह,bazm-e qada;h,1
پیوستہ,पैवसता,paivastah,1
گفتگو,गुफ़तगू,guftaguu,1
غسلِ صحّت,ग़ुसल‐ए‐सिहहत,;gusl-e .si;h;hat,1
وقفِ کشمکش,वक़फ़‐ए‐कशमकश,vaqf-e kashmakash,1
پیٹنے,पीटने,pii;tne,1
معنی,मानी,ma((nii,1
سیلیِ استاد,सीली‐ए‐उसताद,siilii-e ustaad,1
عہدِ تجدیدِ تمنّا,अहद‐ए‐तजदीद‐ए‐तमन्ना,((ahd-e tajdiid-e tamannaa,1
دامِ تمنّا,दाम‐ए‐तमन्ना,daam-e tamannaa,1
خیر باد,ख़ैरबाद,;xair-baad,1
ساکنانِ کوچہِ دلدار,साकिनान‐ए‐कूचा‐ए‐दिलदार,saakinaan-e kuuchah-e dildaar,1
بالش,बालिश,baalish,1
دلِ وحشی,दिल‐ए‐वहशी,dil-e va;hshii,1
شب و روز,शब‐ओ‐रोज़,shab-o-roz,1
ترستا,तरसता,tarastaa,1
کڑی,कड़ी,ka;rii,1
باندھ,बांध,baa;ndh,1
سیرِ گل,सैर‐ए‐गुल,sair-e gul,1
بندھا,बंधा,ba;ndhaa,1
بے بنیاد,बेबुंयाद,be-bunyaad,1
نقشِ محبّت,नक़श‐ए‐मुहबबत,naqsh-e mu;habbat,1
تقدیر,तक़दीर,taqdiir,1
لرزتا,लरज़ता,laraztaa,1
مےِ عشرت,मै‐ए‐इशरत,mai-e ((ishrat,1
غنچہِ نا شگفتہ,ग़ुंचा‐ए‐नाशिगुफ़ता,;gunchah-e naa-shiguftah,1
کشمکشِ نزع,कशमकश‐ए‐नज़,kashmakash-e naz((,1
گلو,गुलू,guluu,1
گنہ,गुना,gunah,1
باغ بانیِ صحرا,बाग़बानी‐ए‐सहरा,baa;g-baanii-e .sa;hraa,1
شرع و آئین,शर‐ओ‐आईन,shar((-o-aa))iin,1
غم گسار,ग़मगुसार,;gam-gusaar,1
پردا,परदा,pardaa,1
دلی,दिलली,dillii,1
سرشک آلودہ,सिरिशकआलूदा,sirishk-aaluudah,1
دوڑتے,दौड़ते,dau;rte,1
کھلنے,खिलने,khilne,1
آزادیِ نسیم,आज़ादी‐ए‐नसीम,aazaadii-e nasiim,1
اندازِ اثر,अंदाज़‐ए‐असर,andaaz-e a;sar,1
موحّد,मुवहहिद,muva;h;hid,1
برقِ نظارہ سوز,बरक़‐ए‐नज़ारासोज़,barq-e na:zaarah-soz,1
پھنسایا,फंसाया,pha;nsaayaa,1
کمینِ بے زبانی,कमीन‐ए‐बेज़बानी,kamiin-e be-zabaanii,1
ولولے,वलवले,valvale,1
آبِ تیغِ نگاہ,आब‐ए‐तेग़‐ए‐निगाह,aab-e te;g-e nigaah,1
نیستاں,नैसिताँ,naisitaa;n,1
رشتہِ الفت,रिशता‐ए‐उलफ़त,rishtah-e ulfat,1
بیداد,बेदाद,bedaad,1
لاغر,लाग़र,laa;gar,1
طاقِ نسیاں,ताक़‐ए‐निसयाँ,:taaq-e nisyaa;n,1
ترکِ رسوم,तरक‐ए‐रुसूम,tark-e rusuum,1
اندازِ عتاب,अंदाज़‐ए‐इताब,andaaz-e ((itaab,1
معتقدِ فتنہِ محشر,मुतक़िद‐ए‐फ़ितना‐ए‐महशर,mu((taqid-e fitnah-e ma;hshar,1
ذاہر,ज़ाहिर,;zaahir,1
قطرہ و موج و حباب,क़तरा‐ओ‐मौज‐ओ‐हुबाब,qa:trah-o-mauj-o-;hubaab,1
مشقِ تماشا,मशक़‐ए‐तमाशा,mashq-e tamaashaa,1
زرِ از دست رفتہ,ज़र‐ए‐अज़दसतरफ़ता,zar-e az-dast-raftah,1
بہاے بوسہ,बहा‐ए‐बोसा,bahaa-e bosah,1
سبحہِ زاہد,सुबहा‐ए‐ज़ाहिद,sub;hah-e zaahid,1
تغافلہاے تمکیں آزما,तग़ाफ़ुलहा‐ए‐तमकींआज़मा,ta;gaafulhaa-e tamkii;n-aazmaa,1
پاسِ بے رونقیِ دیدہ,पास‐ए‐बेरौनक़ी‐ए‐दीदा,paas-e be-raunaqii-e diidah,1
حسرتِ پروانہ,हसरत‐ए‐परवाना,;hasrat-e parvaanah,1
چشمِ بتاں,चशम‐ए‐बुताँ,chashm-e butaa;n,1
نذرِ کرم,नज़र‐ए‐करम,na;zr-e karam,1
محشرِ خیال,महशर‐ए‐ख़याल,ma;hshar-e ;xayaal,1
قدِ یار,क़द‐ए‐यार,qad-e yaar,1
فکرِ دنیا,फ़िकर‐ए‐दुंया,fikr-e dunyaa,1
عقدِ گردنِ خوباں,अक़द‐ए‐गरदन‐ए‐ख़ूबाँ,((aqd-e gardan-e ;xuubaa;n,1
